Unnamed: 0,class,bruises,gill-spacing,gill-size,gill-color,stalk-root,ring-type,spore-print-color
3468,poisonous,no,crowded,narrow,pink,bulbous,pendant,brown
3469,poisonous,no,close,narrow,brown,bulbous,pendant,brown
3470,edible,yes,close,broad,purple,bulbous,pendant,brown
3471,edible,yes,close,broad,pink,bulbous,pendant,black
3472,edible,yes,close,broad,purple,bulbous,pendant,black
3473,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3474,edible,yes,close,broad,purple,bulbous,pendant,black
3475,edible,yes,close,broad,brown,bulbous,pendant,black
3476,edible,yes,close,broad,purple,bulbous,pendant,brown
3477,poisonous,no,close,narrow,pink,bulbous,pendant,black
3478,edible,yes,close,broad,pink,bulbous,pendant,brown
3479,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3480,edible,yes,close,broad,purple,bulbous,pendant,black
3481,edible,yes,close,broad,purple,bulbous,pendant,black
3482,edible,yes,close,broad,brown,bulbous,pendant,black
3483,poisonous,no,close,narrow,purple,bulbous,pendant,brown
3484,poisonous,no,crowded,narrow,pink,bulbous,pendant,brown
3485,edible,yes,close,broad,white,bulbous,pendant,black
3486,edible,yes,close,broad,pink,bulbous,pendant,black
3487,edible,yes,close,broad,purple,bulbous,pendant,black
3488,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3489,edible,yes,close,broad,white,bulbous,pendant,black
3490,poisonous,no,close,broad,pink,bulbous,large,chocolate
3491,edible,yes,close,broad,white,bulbous,pendant,brown
3492,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3493,edible,yes,close,broad,purple,bulbous,pendant,brown
3494,edible,yes,close,broad,purple,bulbous,pendant,black
3495,edible,yes,close,broad,white,bulbous,pendant,brown
3496,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3497,edible,yes,close,broad,purple,bulbous,pendant,black
3498,edible,yes,close,broad,pink,bulbous,pendant,brown
3499,edible,yes,close,broad,brown,bulbous,pendant,brown
3500,poisonous,no,crowded,narrow,purple,bulbous,pendant,black
3501,edible,yes,close,broad,pink,bulbous,pendant,black
3502,edible,yes,close,broad,brown,bulbous,pendant,black
3503,edible,yes,close,broad,purple,bulbous,pendant,brown
3504,edible,yes,close,broad,brown,bulbous,pendant,black
3505,edible,yes,close,broad,purple,bulbous,pendant,black
3506,poisonous,no,close,broad,pink,bulbous,large,chocolate
3507,edible,yes,close,broad,brown,bulbous,pendant,black
3508,poisonous,no,close,broad,gray,bulbous,large,chocolate
3509,edible,yes,close,broad,brown,bulbous,pendant,black
3510,edible,yes,close,broad,pink,bulbous,pendant,brown
3511,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3512,edible,yes,close,broad,white,bulbous,pendant,brown
3513,poisonous,no,close,broad,pink,bulbous,large,chocolate
3514,edible,yes,close,broad,white,bulbous,pendant,black
3515,poisonous,no,close,narrow,gray,bulbous,pendant,brown
3516,edible,yes,close,broad,purple,bulbous,pendant,black
3517,edible,yes,close,broad,purple,bulbous,pendant,black
3518,edible,yes,close,broad,brown,bulbous,pendant,black
3519,edible,yes,close,broad,brown,bulbous,pendant,black
3520,edible,yes,close,broad,white,bulbous,pendant,brown
3521,poisonous,no,crowded,narrow,brown,bulbous,pendant,black
3522,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3523,edible,yes,close,broad,white,bulbous,pendant,brown
3524,edible,yes,close,broad,white,bulbous,pendant,brown
3525,poisonous,no,close,narrow,purple,bulbous,pendant,brown
3526,edible,yes,close,broad,pink,bulbous,pendant,brown
3527,edible,yes,close,broad,pink,bulbous,pendant,black
3528,edible,yes,close,broad,pink,bulbous,pendant,black
3529,edible,yes,close,broad,white,bulbous,pendant,black
3530,edible,yes,close,broad,brown,bulbous,pendant,brown
3531,poisonous,no,crowded,narrow,pink,bulbous,pendant,brown
3532,edible,yes,close,broad,brown,bulbous,pendant,black
3533,poisonous,no,close,broad,pink,bulbous,large,chocolate
3534,edible,yes,close,broad,pink,bulbous,pendant,black
3535,edible,yes,close,broad,pink,bulbous,pendant,black
3536,poisonous,no,crowded,narrow,brown,bulbous,pendant,black
3537,edible,yes,close,broad,pink,bulbous,pendant,brown
3538,edible,yes,close,broad,white,bulbous,pendant,brown
3539,poisonous,no,close,broad,gray,bulbous,large,chocolate
3540,edible,yes,close,broad,white,bulbous,pendant,brown
3541,edible,yes,close,broad,purple,bulbous,pendant,brown
3542,edible,yes,close,broad,brown,bulbous,pendant,black
3543,poisonous,no,close,narrow,brown,bulbous,pendant,brown
3544,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3545,edible,yes,close,broad,pink,bulbous,pendant,black
3546,edible,yes,close,broad,pink,bulbous,pendant,black
3547,poisonous,no,close,narrow,pink,bulbous,pendant,brown
3548,edible,yes,close,broad,purple,bulbous,pendant,brown
3549,edible,yes,close,broad,brown,bulbous,pendant,black
3550,edible,yes,close,broad,purple,bulbous,pendant,black
3551,edible,yes,close,broad,brown,bulbous,pendant,brown
3552,edible,yes,close,broad,white,bulbous,pendant,brown
3553,edible,yes,close,broad,purple,bulbous,pendant,brown
3554,poisonous,no,close,narrow,pink,bulbous,pendant,black
3555,edible,yes,close,broad,pink,bulbous,pendant,black
3556,poisonous,no,close,broad,pink,bulbous,large,chocolate
3557,poisonous,no,crowded,narrow,pink,bulbous,pendant,brown
3558,edible,yes,close,broad,white,bulbous,pendant,black
3559,poisonous,no,close,broad,pink,bulbous,large,chocolate
3560,poisonous,no,crowded,narrow,brown,bulbous,pendant,black
3561,edible,yes,close,broad,pink,bulbous,pendant,black
3562,edible,yes,close,broad,purple,bulbous,pendant,black
3563,edible,yes,close,broad,white,bulbous,pendant,brown
3564,edible,yes,close,broad,white,bulbous,pendant,brown
3565,poisonous,no,close,broad,pink,bulbous,large,chocolate
3566,edible,yes,close,broad,purple,bulbous,pendant,brown
3567,poisonous,no,close,broad,pink,bulbous,large,chocolate
3568,edible,yes,close,broad,purple,bulbous,pendant,brown
3569,edible,yes,close,broad,white,bulbous,pendant,brown
3570,poisonous,no,close,broad,pink,bulbous,large,chocolate
3571,edible,yes,close,broad,pink,bulbous,pendant,black
3572,poisonous,no,close,broad,gray,bulbous,large,chocolate
3573,edible,yes,close,broad,purple,bulbous,pendant,brown
3574,edible,yes,close,broad,purple,bulbous,pendant,brown
3575,edible,yes,close,broad,pink,bulbous,pendant,black
3576,edible,yes,close,broad,brown,bulbous,pendant,brown
3577,edible,yes,close,broad,brown,bulbous,pendant,black
3578,edible,yes,close,broad,brown,bulbous,pendant,brown
3579,edible,yes,close,broad,white,bulbous,pendant,brown
3580,edible,yes,close,broad,pink,bulbous,pendant,brown
3581,poisonous,no,close,broad,gray,bulbous,large,chocolate
3582,edible,yes,close,broad,purple,bulbous,pendant,black
3583,poisonous,no,close,narrow,brown,bulbous,pendant,black
3584,edible,yes,close,broad,white,bulbous,pendant,brown
3585,edible,yes,close,broad,white,bulbous,pendant,black
3586,edible,yes,close,broad,pink,bulbous,pendant,black
3587,edible,yes,close,broad,pink,bulbous,pendant,black
3588,edible,yes,close,broad,pink,bulbous,pendant,brown
3589,edible,yes,close,broad,pink,bulbous,pendant,brown
3590,poisonous,no,close,narrow,gray,bulbous,pendant,black
3591,edible,yes,close,broad,brown,bulbous,pendant,brown
3592,edible,yes,close,broad,brown,bulbous,pendant,black
3593,edible,yes,close,broad,white,bulbous,pendant,black
3594,poisonous,no,close,broad,gray,bulbous,large,chocolate
3595,edible,yes,close,broad,white,bulbous,pendant,brown
3596,edible,yes,close,broad,brown,bulbous,pendant,black
3597,poisonous,no,close,broad,gray,bulbous,large,chocolate
3598,edible,yes,close,broad,brown,bulbous,pendant,black
3599,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3600,edible,yes,close,broad,white,bulbous,pendant,black
3601,edible,yes,close,broad,white,bulbous,pendant,black
3602,edible,yes,close,broad,pink,bulbous,pendant,black
3603,edible,yes,close,broad,purple,bulbous,pendant,black
3604,poisonous,no,close,broad,pink,bulbous,large,chocolate
3605,poisonous,no,close,narrow,gray,bulbous,pendant,black
3606,poisonous,no,close,broad,pink,bulbous,large,chocolate
3607,poisonous,no,close,broad,pink,bulbous,large,chocolate
3608,poisonous,no,close,broad,pink,bulbous,large,chocolate
3609,edible,yes,close,broad,purple,bulbous,pendant,black
3610,poisonous,no,close,broad,gray,bulbous,large,chocolate
3611,edible,yes,close,broad,pink,bulbous,pendant,black
3612,edible,yes,close,broad,white,bulbous,pendant,brown
3613,edible,yes,close,broad,brown,bulbous,pendant,black
3614,poisonous,no,close,broad,pink,bulbous,large,chocolate
3615,edible,yes,close,broad,brown,bulbous,pendant,black
3616,poisonous,no,crowded,narrow,purple,bulbous,pendant,brown
3617,edible,yes,close,broad,white,bulbous,pendant,brown
3618,edible,yes,close,broad,brown,bulbous,pendant,black
3619,edible,yes,close,broad,brown,bulbous,pendant,black
3620,edible,yes,close,broad,pink,bulbous,pendant,brown
3621,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3622,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3623,edible,yes,close,broad,brown,bulbous,pendant,black
3624,edible,yes,close,broad,purple,bulbous,pendant,brown
3625,poisonous,no,close,broad,pink,bulbous,large,chocolate
3626,edible,yes,close,broad,white,bulbous,pendant,brown
3627,poisonous,no,close,narrow,gray,bulbous,pendant,brown
3628,edible,yes,close,broad,brown,bulbous,pendant,brown
3629,edible,yes,close,broad,brown,bulbous,pendant,black
3630,poisonous,no,close,broad,gray,bulbous,large,chocolate
3631,edible,yes,close,broad,white,bulbous,pendant,black
3632,poisonous,no,crowded,narrow,purple,bulbous,pendant,black
3633,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3634,edible,yes,close,broad,brown,bulbous,pendant,brown
3635,poisonous,no,close,broad,gray,bulbous,large,chocolate
3636,edible,yes,close,broad,pink,bulbous,pendant,black
3637,edible,yes,close,broad,purple,bulbous,pendant,brown
3638,edible,yes,close,broad,white,bulbous,pendant,brown
3639,edible,yes,close,broad,white,bulbous,pendant,brown
3640,edible,yes,close,broad,purple,bulbous,pendant,brown
3641,edible,yes,close,broad,pink,bulbous,pendant,black
3642,edible,yes,close,broad,purple,bulbous,pendant,black
3643,edible,yes,close,broad,brown,bulbous,pendant,black
3644,poisonous,no,close,broad,pink,bulbous,large,chocolate
3645,edible,yes,close,broad,purple,bulbous,pendant,black
3646,edible,yes,close,broad,purple,bulbous,pendant,brown
3647,poisonous,no,close,broad,gray,bulbous,large,chocolate
3648,poisonous,no,close,broad,pink,bulbous,large,chocolate
3649,poisonous,no,close,broad,pink,bulbous,large,chocolate
3650,edible,yes,close,broad,purple,bulbous,pendant,brown
3651,edible,yes,close,broad,pink,bulbous,pendant,black
3652,poisonous,no,close,broad,pink,bulbous,large,chocolate
3653,poisonous,no,close,broad,pink,bulbous,large,chocolate
3654,poisonous,no,close,broad,pink,bulbous,large,chocolate
3655,edible,yes,close,broad,white,bulbous,pendant,brown
3656,poisonous,no,crowded,narrow,brown,bulbous,pendant,brown
3657,edible,yes,close,broad,brown,bulbous,pendant,brown
3658,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3659,edible,yes,close,broad,purple,bulbous,pendant,brown
3660,edible,yes,close,broad,purple,bulbous,pendant,black
3661,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3662,edible,yes,close,broad,pink,bulbous,pendant,black
3663,poisonous,no,close,narrow,gray,bulbous,pendant,brown
3664,edible,yes,close,broad,pink,bulbous,pendant,black
3665,edible,yes,close,broad,pink,bulbous,pendant,brown
3666,edible,yes,close,broad,pink,bulbous,pendant,brown
3667,poisonous,no,close,broad,gray,bulbous,large,chocolate
3668,edible,yes,close,broad,purple,bulbous,pendant,brown
3669,edible,yes,close,broad,pink,bulbous,pendant,brown
3670,poisonous,no,close,narrow,gray,bulbous,pendant,black
3671,edible,yes,close,broad,purple,bulbous,pendant,black
3672,edible,yes,close,broad,purple,bulbous,pendant,black
3673,edible,yes,close,broad,white,bulbous,pendant,brown
3674,edible,yes,close,broad,purple,bulbous,pendant,brown
3675,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3676,edible,yes,close,broad,pink,bulbous,pendant,brown
3677,edible,yes,close,broad,brown,bulbous,pendant,black
3678,edible,yes,close,broad,purple,bulbous,pendant,black
3679,poisonous,no,close,narrow,brown,bulbous,pendant,black
3680,edible,yes,close,broad,brown,bulbous,pendant,black
3681,edible,yes,close,broad,pink,bulbous,pendant,black
3682,edible,yes,close,broad,brown,bulbous,pendant,black
3683,poisonous,no,close,narrow,purple,bulbous,pendant,black
3684,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3685,edible,yes,close,broad,white,bulbous,pendant,brown
3686,poisonous,no,close,broad,gray,bulbous,large,chocolate
3687,poisonous,no,close,narrow,brown,bulbous,pendant,brown
3688,edible,yes,close,broad,white,bulbous,pendant,black
3689,edible,yes,close,broad,pink,bulbous,pendant,brown
3690,edible,yes,close,broad,brown,bulbous,pendant,brown
3691,edible,yes,close,broad,white,bulbous,pendant,brown
3692,poisonous,no,crowded,narrow,pink,bulbous,pendant,brown
3693,edible,yes,close,broad,purple,bulbous,pendant,brown
3694,poisonous,no,close,broad,gray,bulbous,large,chocolate
3695,edible,yes,close,broad,white,bulbous,pendant,brown
3696,edible,yes,close,broad,pink,bulbous,pendant,brown
3697,poisonous,no,close,narrow,purple,bulbous,pendant,black
3698,edible,yes,close,broad,brown,bulbous,pendant,brown
3699,poisonous,no,close,narrow,gray,bulbous,pendant,brown
3700,edible,yes,close,broad,brown,bulbous,pendant,brown
3701,poisonous,no,close,broad,pink,bulbous,large,chocolate
3702,edible,yes,close,broad,white,bulbous,pendant,black
3703,poisonous,no,close,narrow,pink,bulbous,pendant,brown
3704,poisonous,no,close,broad,pink,bulbous,large,chocolate
3705,edible,yes,close,broad,purple,bulbous,pendant,brown
3706,edible,yes,close,broad,white,bulbous,pendant,black
3707,poisonous,no,close,narrow,purple,bulbous,pendant,brown
3708,poisonous,no,close,broad,pink,bulbous,large,chocolate
3709,edible,yes,close,broad,brown,bulbous,pendant,brown
3710,poisonous,no,close,broad,pink,bulbous,large,chocolate
3711,edible,yes,close,broad,white,bulbous,pendant,black
3712,edible,yes,close,broad,purple,bulbous,pendant,black
3713,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3714,edible,yes,close,broad,brown,bulbous,pendant,black
3715,edible,yes,close,broad,pink,bulbous,pendant,black
3716,edible,yes,close,broad,white,bulbous,pendant,brown
3717,edible,yes,close,broad,white,bulbous,pendant,black
3718,poisonous,no,close,broad,gray,bulbous,large,chocolate
3719,edible,yes,close,broad,purple,bulbous,pendant,brown
3720,edible,yes,close,broad,white,bulbous,pendant,black
3721,edible,yes,close,broad,pink,bulbous,pendant,brown
3722,edible,yes,close,broad,pink,bulbous,pendant,brown
3723,edible,yes,close,broad,white,bulbous,pendant,black
3724,poisonous,no,close,broad,pink,bulbous,large,chocolate
3725,poisonous,no,crowded,narrow,gray,bulbous,pendant,brown
3726,poisonous,no,close,broad,gray,bulbous,large,chocolate
3727,edible,yes,close,broad,purple,bulbous,pendant,brown
3728,edible,yes,close,broad,pink,bulbous,pendant,black
3729,edible,yes,close,broad,purple,bulbous,pendant,brown
3730,edible,yes,close,broad,white,bulbous,pendant,brown
3731,edible,yes,close,broad,white,bulbous,pendant,brown
3732,edible,yes,close,broad,brown,bulbous,pendant,black
3733,edible,yes,close,broad,brown,bulbous,pendant,black
3734,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3735,edible,yes,close,broad,white,bulbous,pendant,brown
3736,edible,yes,close,broad,pink,bulbous,pendant,brown
3737,poisonous,no,close,broad,pink,bulbous,large,chocolate
3738,poisonous,no,crowded,narrow,pink,bulbous,pendant,black
3739,poisonous,no,crowded,narrow,pink,bulbous,pendant,black
3740,edible,yes,close,broad,purple,bulbous,pendant,brown
3741,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3742,poisonous,no,crowded,narrow,brown,bulbous,pendant,brown
3743,edible,yes,close,broad,white,bulbous,pendant,brown
3744,edible,yes,close,broad,purple,bulbous,pendant,brown
3745,edible,yes,close,broad,pink,bulbous,pendant,black
3746,poisonous,no,close,broad,pink,bulbous,large,chocolate
3747,edible,yes,close,broad,purple,bulbous,pendant,brown
3748,edible,yes,close,broad,white,bulbous,pendant,brown
3749,edible,yes,close,broad,purple,bulbous,pendant,brown
3750,poisonous,no,close,broad,pink,bulbous,large,chocolate
3751,poisonous,no,close,narrow,brown,bulbous,pendant,brown
3752,edible,yes,close,broad,purple,bulbous,pendant,black
3753,poisonous,no,close,narrow,gray,bulbous,pendant,brown
3754,poisonous,no,close,narrow,purple,bulbous,pendant,brown
3755,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3756,edible,yes,close,broad,brown,bulbous,pendant,brown
3757,edible,yes,close,broad,brown,bulbous,pendant,black
3758,poisonous,no,close,broad,pink,bulbous,large,chocolate
3759,edible,yes,close,broad,purple,bulbous,pendant,black
3760,edible,yes,close,broad,white,bulbous,pendant,brown
3761,edible,yes,close,broad,purple,bulbous,pendant,brown
3762,edible,yes,close,broad,brown,bulbous,pendant,brown
3763,edible,yes,close,broad,purple,bulbous,pendant,black
3764,edible,yes,close,broad,purple,bulbous,pendant,black
3765,edible,yes,close,broad,white,bulbous,pendant,black
3766,edible,yes,close,broad,white,bulbous,pendant,brown
3767,edible,yes,close,broad,brown,bulbous,pendant,brown
3768,edible,yes,close,broad,white,bulbous,pendant,brown
3769,edible,yes,close,broad,white,bulbous,pendant,black
3770,edible,yes,close,broad,pink,bulbous,pendant,brown
3771,edible,yes,close,broad,pink,bulbous,pendant,brown
3772,edible,yes,close,broad,pink,bulbous,pendant,brown
3773,edible,yes,close,broad,brown,bulbous,pendant,black
3774,edible,yes,close,broad,pink,bulbous,pendant,black
3775,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3776,edible,yes,close,broad,pink,bulbous,pendant,brown
3777,edible,yes,close,broad,brown,bulbous,pendant,black
3778,edible,yes,close,broad,white,bulbous,pendant,brown
3779,edible,yes,close,broad,white,bulbous,pendant,black
3780,edible,yes,close,broad,white,bulbous,pendant,brown
3781,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3782,edible,yes,close,broad,white,bulbous,pendant,brown
3783,poisonous,no,close,broad,gray,bulbous,large,chocolate
3784,edible,yes,close,broad,purple,bulbous,pendant,brown
3785,edible,yes,close,broad,brown,bulbous,pendant,brown
3786,edible,yes,close,broad,purple,bulbous,pendant,black
3787,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3788,edible,yes,close,broad,brown,bulbous,pendant,brown
3789,edible,yes,close,broad,pink,bulbous,pendant,brown
3790,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3791,edible,yes,close,broad,white,bulbous,pendant,black
3792,poisonous,no,crowded,narrow,purple,bulbous,pendant,black
3793,edible,yes,close,broad,white,bulbous,pendant,brown
3794,poisonous,no,crowded,narrow,gray,bulbous,pendant,black
3795,edible,yes,close,broad,brown,bulbous,pendant,black
3796,poisonous,no,close,narrow,brown,bulbous,pendant,brown
3797,edible,yes,close,broad,pink,bulbous,pendant,brown
3798,edible,yes,close,broad,purple,bulbous,pendant,brown
3799,edible,yes,close,broad,pink,bulbous,pendant,black
3800,edible,yes,close,broad,white,bulbous,pendant,brown
3801,poisonous,no,close,narrow,pink,bulbous,pendant,black
3802,edible,yes,close,broad,brown,bulbous,pendant,black
3803,edible,yes,close,broad,brown,bulbous,pendant,black
3804,poisonous,no,crowded,narrow,brown,bulbous,pendant,black
3805,edible,yes,close,broad,purple,bulbous,pendant,black
3806,poisonous,no,close,narrow,purple,bulbous,pendant,brown
3807,edible,yes,close,broad,white,bulbous,pendant,black
3808,poisonous,no,close,broad,gray,bulbous,large,chocolate
3809,edible,yes,close,broad,pink,bulbous,pendant,brown
3810,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3811,edible,yes,close,broad,brown,bulbous,pendant,black
3812,edible,yes,close,broad,purple,bulbous,pendant,brown
3813,edible,yes,close,broad,purple,bulbous,pendant,black
3814,poisonous,no,crowded,narrow,gray,bulbous,pendant,black
3815,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3816,edible,yes,close,broad,pink,bulbous,pendant,brown
3817,edible,yes,close,broad,white,bulbous,pendant,black
3818,edible,yes,close,broad,brown,bulbous,pendant,black
3819,edible,yes,close,broad,pink,bulbous,pendant,brown
3820,edible,yes,close,broad,purple,bulbous,pendant,black
3821,edible,yes,close,broad,brown,bulbous,pendant,brown
3822,poisonous,no,close,broad,gray,bulbous,large,chocolate
3823,edible,yes,close,broad,purple,bulbous,pendant,brown
3824,edible,yes,close,broad,purple,bulbous,pendant,black
3825,edible,yes,close,broad,brown,bulbous,pendant,black
3826,poisonous,no,close,narrow,brown,bulbous,pendant,black
3827,edible,yes,close,broad,pink,bulbous,pendant,black
3828,edible,yes,close,broad,pink,bulbous,pendant,brown
3829,poisonous,no,close,broad,pink,bulbous,large,chocolate
3830,edible,yes,close,broad,brown,bulbous,pendant,brown
3831,poisonous,no,crowded,narrow,brown,bulbous,pendant,black
3832,edible,yes,close,broad,brown,bulbous,pendant,black
3833,poisonous,no,close,narrow,brown,bulbous,pendant,black
3834,poisonous,no,close,broad,gray,bulbous,large,chocolate
3835,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3836,edible,yes,close,broad,purple,bulbous,pendant,brown
3837,edible,yes,close,broad,pink,bulbous,pendant,brown
3838,edible,yes,close,broad,pink,bulbous,pendant,brown
3839,edible,yes,close,broad,pink,bulbous,pendant,black
3840,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3841,edible,yes,close,broad,purple,bulbous,pendant,brown
3842,edible,yes,close,broad,brown,bulbous,pendant,black
3843,poisonous,no,close,broad,gray,bulbous,large,chocolate
3844,edible,yes,close,broad,purple,bulbous,pendant,black
3845,poisonous,no,crowded,narrow,pink,bulbous,pendant,brown
3846,edible,yes,close,broad,purple,bulbous,pendant,black
3847,edible,yes,close,broad,white,bulbous,pendant,brown
3848,edible,yes,close,broad,brown,bulbous,pendant,brown
3849,edible,yes,close,broad,white,bulbous,pendant,black
3850,edible,yes,close,broad,brown,bulbous,pendant,brown
3851,edible,yes,close,broad,purple,bulbous,pendant,black
3852,poisonous,no,close,narrow,pink,bulbous,pendant,black
3853,edible,yes,close,broad,purple,bulbous,pendant,brown
3854,poisonous,no,close,broad,pink,bulbous,large,chocolate
3855,edible,yes,close,broad,brown,bulbous,pendant,black
3856,edible,yes,close,broad,white,bulbous,pendant,brown
3857,edible,yes,close,broad,brown,bulbous,pendant,brown
3858,poisonous,no,crowded,narrow,purple,bulbous,pendant,brown
3859,poisonous,no,crowded,narrow,brown,bulbous,pendant,brown
3860,edible,yes,close,broad,brown,bulbous,pendant,brown
3861,edible,yes,close,broad,white,bulbous,pendant,black
3862,edible,yes,close,broad,white,bulbous,pendant,black
3863,edible,yes,close,broad,purple,bulbous,pendant,brown
3864,poisonous,no,close,broad,pink,bulbous,large,chocolate
3865,poisonous,no,crowded,narrow,brown,bulbous,pendant,black
3866,edible,yes,close,broad,white,bulbous,pendant,black
3867,edible,yes,close,broad,white,bulbous,pendant,black
3868,poisonous,no,crowded,narrow,purple,bulbous,pendant,black
3869,poisonous,no,crowded,narrow,pink,bulbous,pendant,black
3870,edible,yes,close,broad,pink,bulbous,pendant,black
3871,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3872,poisonous,no,close,narrow,pink,bulbous,pendant,brown
3873,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3874,poisonous,no,close,narrow,brown,bulbous,pendant,brown
3875,edible,yes,close,broad,white,bulbous,pendant,black
3876,poisonous,no,close,narrow,purple,bulbous,pendant,black
3877,edible,yes,close,broad,brown,bulbous,pendant,brown
3878,poisonous,no,close,narrow,brown,bulbous,pendant,black
3879,poisonous,no,crowded,narrow,pink,bulbous,pendant,black
3880,edible,yes,close,broad,pink,bulbous,pendant,black
3881,poisonous,no,close,narrow,brown,bulbous,pendant,black
3882,poisonous,no,crowded,narrow,brown,bulbous,pendant,black
3883,edible,yes,close,broad,purple,bulbous,pendant,brown
3884,edible,yes,close,broad,purple,bulbous,pendant,brown
3885,poisonous,no,crowded,narrow,gray,bulbous,pendant,brown
3886,edible,yes,close,broad,pink,bulbous,pendant,black
3887,poisonous,no,close,narrow,brown,bulbous,pendant,brown
3888,edible,yes,close,broad,white,bulbous,pendant,black
3889,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3890,poisonous,no,close,broad,gray,bulbous,large,chocolate
3891,edible,yes,close,broad,brown,bulbous,pendant,black
3892,poisonous,no,close,broad,gray,bulbous,large,chocolate
3893,edible,yes,close,broad,pink,bulbous,pendant,brown
3894,poisonous,no,close,broad,gray,bulbous,large,chocolate
3895,poisonous,no,close,broad,pink,bulbous,large,chocolate
3896,edible,yes,close,broad,brown,bulbous,pendant,black
3897,edible,yes,close,broad,white,bulbous,pendant,black
3898,poisonous,no,close,narrow,pink,bulbous,pendant,brown
3899,edible,yes,close,broad,brown,bulbous,pendant,brown
3900,poisonous,no,close,broad,pink,bulbous,large,chocolate
3901,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3902,poisonous,no,close,broad,pink,bulbous,large,chocolate
3903,poisonous,no,close,broad,pink,bulbous,large,chocolate
3904,poisonous,no,crowded,narrow,gray,bulbous,pendant,brown
3905,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3906,poisonous,no,close,broad,gray,bulbous,large,chocolate
3907,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3908,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3909,poisonous,no,close,broad,gray,bulbous,large,chocolate
3910,edible,yes,close,broad,brown,bulbous,pendant,black
3911,poisonous,no,close,broad,gray,bulbous,large,chocolate
3912,poisonous,no,close,broad,pink,bulbous,large,chocolate
3913,poisonous,no,close,broad,gray,bulbous,large,chocolate
3914,edible,yes,close,broad,white,bulbous,pendant,black
3915,edible,yes,close,broad,brown,bulbous,pendant,brown
3916,edible,yes,close,broad,brown,bulbous,pendant,brown
3917,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3918,poisonous,no,close,broad,gray,bulbous,large,chocolate
3919,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3920,edible,yes,close,broad,white,bulbous,pendant,black
3921,poisonous,no,close,broad,pink,bulbous,large,chocolate
3922,edible,yes,close,broad,brown,bulbous,pendant,black
3923,edible,yes,close,broad,pink,bulbous,pendant,black
3924,edible,yes,close,broad,white,bulbous,pendant,brown
3925,poisonous,no,close,broad,pink,bulbous,large,chocolate
3926,poisonous,no,close,broad,pink,bulbous,large,chocolate
3927,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3928,edible,yes,close,broad,pink,bulbous,pendant,brown
3929,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3930,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3931,poisonous,no,close,broad,gray,bulbous,large,chocolate
3932,poisonous,no,close,broad,gray,bulbous,large,chocolate
3933,poisonous,no,close,broad,pink,bulbous,large,chocolate
3934,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3935,poisonous,no,close,narrow,gray,bulbous,pendant,brown
3936,poisonous,no,close,broad,pink,bulbous,large,chocolate
3937,edible,yes,close,broad,purple,bulbous,pendant,black
3938,edible,yes,close,broad,brown,bulbous,pendant,black
3939,poisonous,no,close,narrow,brown,bulbous,pendant,brown
3940,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
3941,poisonous,no,close,broad,pink,bulbous,large,chocolate
3942,edible,yes,close,broad,pink,bulbous,pendant,black
3943,edible,yes,close,broad,pink,bulbous,pendant,brown
